postUrl,profileUrl,username,fullName,commentCount,likeCount,pubDate,description,imgUrl,postId,ownerId,type,query,timestamp,videoUrl,viewCount
https://www.instagram.com/p/CNoqwjrDJTQ/,https://www.instagram.com/bassgeardirectaustralia,bassgeardirectaustralia,BGD,0,30,2021-04-14T05:57:06.000Z,"New @sirerevolution Sire shipment of Marcus Miller basses and the new Larry Carlton Electric guitars just arrived, plenty in stock, website will be updated in the next couple of days. For electric guitar inquiries please visit our friends over at Gsus4 www.gsus4.com.au #sirebasses #sireelectricguitars #siremarcusmillerbass #sirelarrycarlton #gsus4 #bassgeardirectaustralia #bassplayeraustralia",https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/e35/172116040_490522611989092_5102116961694021305_n.jpg?tp=1&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=peiEKbiIOJEAX9gmYtD&edm=ABZsPhsBAAAA&ccb=7-4&oh=97f73c7cbb66ac68e3bb7855d20493fe&oe=60DC4049&_nc_sid=4efc9f&ig_cache_key=MjU1MTQ3NzI0MzY5Njk0NDMzNg%3D%3D.2-ccb7-4,2551477243696944000,13834289272,Video,https://www.instagram.com/explore/tags/gsus4/,2021-06-25T09:49:38.274Z,https://scontent-yyz1-1.cdninstagram.com/v/t50.2886-16/174318805_120474146741576_4833974670069619729_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=7b9owRGnYMgAX_nhV-w&edm=ABZsPhsBAAAA&vs=17952319585437113_637011178&_nc_vs=HBksFQAYJEdOWGtZd3BJbmJnU2ttMEFBQkZjdk5aWnVoVkRia1lMQUFBRhUAAsgBABUAGCRHSkxNSEFvTnVJcnJMY29CQUM0amZOZVNzblV0YmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMBUAACby5uLOw%2BLjPxUCKAJDMywXQDLMzMzMzM0YEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=7-4&oe=60D65618&oh=4e1f49704bf6535abf2189376886cc33&_nc_sid=4efc9f,191
https://www.instagram.com/p/BgOdfRYlEk9/,https://www.instagram.com/guitarsdaily,guitarsdaily,GUITARS DAILY 🎸,47,3752,2018-03-12T14:09:00.000Z,"~ Owl's Friend ~
.
.
Tag a friend who would love this!
🔥DM us to Purchase a Guaranteed Feature!
#guitarsdaily (cr: @alangogoll)
.
.
#stringscapes #acousticguitar #guitar #acoustic #fingerstyle #fingerstyleguitar #guitarsdaily #talentedmusicians #hypeguitar #G7thcapo #johnpearse  #guitarsdailyfingerstyle #amazingmusicians #pickupjazz #solo_section #musicianseekers #guitarcrew #MusicallyMinded #GTabs #guitarsecret #universityofrock #stringscape #stringscapes #pickariff #riffwars #stickriff #lickwars #gsus4",https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/e15/28435833_677762302392687_967854146961014784_n.jpg?tp=1&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=q2YGhrn5fHgAX_B_BU7&edm=ABZsPhsBAAAA&ccb=7-4&oh=e1bca882c58e6dce3b2d9b847a36c159&oe=60D67C30&_nc_sid=4efc9f,1733452598902802700,299815615,Video,https://www.instagram.com/explore/tags/gsus4/,2021-06-25T09:49:38.274Z,https://scontent-yyz1-1.cdninstagram.com/v/t50.2886-16/28689678_1761413843921615_486318120338964257_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjY0MC5mZWVkLiIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=egH3HxWwu_cAX_h5Vw1&tn=8d6p2hrUzrD07pfX&edm=ABZsPhsBAAAA&vs=17921757334079269_415487222&_nc_vs=HBksFQAYJEdBN0Z0UUhQS25nZS0wRUdBQ0ctby1yQXY3OEdia1lMQUFBRhUAAsgBABUAGCRHTFcxdWdGY2ptWnNaR0FEQUVFUUpwd05lcDhfYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMBUAACbCmM%2Fwkr1%2BFQIoAkMzLBdAPgzMzMzMzRgUZGFzaF9iYXNlbGluZV82NDBfdjERAHXqBwA%3D&ccb=7-4&oe=60D67637&oh=edb77fc4f0902dffc24c6ced77bc05bb&_nc_sid=4efc9f,34982
https://www.instagram.com/p/B5cLcVOlt8T/,https://www.instagram.com/david_kim_madaway,david_kim_madaway,David Kim,0,96,2019-11-29T07:04:26.000Z,"https://youtu.be/P2mFVeJ5JrM

@droff @peterajames 와 함께한 #youtube #vlog 를 업로드 했습니다~ 
Madaway 유투브채널로 오세요!!😎👍 #유투버 #madaway #hillsongworship #droff #peterjames 
#a3stompbox #gsus4 
#복음이면충분합니다",https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/e35/72569312_1234409400089001_5854865268116836128_n.jpg?tp=1&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=e7Gq1QJ4yGIAX9fZyh1&edm=ABZsPhsBAAAA&ccb=7-4&oh=ac1bf292022e470e1d1da25c44a1b4e9&oe=60DC7293&_nc_sid=4efc9f&ig_cache_key=MjE4NzY3Mzg0NDQ0NTUzNjAxOQ%3D%3D.2-ccb7-4,2187673844445536000,179959651,Photo,https://www.instagram.com/explore/tags/gsus4/,2021-06-25T09:49:38.274Z,,
https://www.instagram.com/p/B2oUXTgFJk8/,https://www.instagram.com/shine_holy_park,shine_holy_park,𝘎𝘶𝘪𝘵𝘢𝘳𝘪𝘴𝘵  YoonSung Park,4,551,2019-09-20T10:39:06.000Z,"*
HolySpirit Come!! 🎸🎸
*
#nigelhendroff #peterjames 
#hillsong #worshipguitar 
#worshipkeyboard #joyfulchurch 
#a3customvolume #a3stompbox 
#gsus4 #kemper #pedalboard",https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/e35/69622802_516016862585884_752372628575962918_n.jpg?tp=1&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=LnTOwYomlzsAX_rXxkt&tn=8d6p2hrUzrD07pfX&edm=ABZsPhsBAAAA&ccb=7-4&oh=8828ae0de9baccc90d027285d63e3698&oe=60DBA8BE&_nc_sid=4efc9f&ig_cache_key=MjEzNzA0NzU4NTYwNDgwMjg3Ng%3D%3D.2-ccb7-4,2137047585604802800,621748666,Photo,https://www.instagram.com/explore/tags/gsus4/,2021-06-25T09:49:38.274Z,,
https://www.instagram.com/p/CAMwLxBlAqZ/,https://www.instagram.com/david_kim_madaway,david_kim_madaway,David Kim,5,124,2020-05-15T06:57:24.000Z,"제가 직접 만들어서 사용중인 #스트라이몬 딜레이/리버브 프리셋입니다
#예배사운드 에서 너무나도 중요한 #공간감을 만들기위해 
엠비언트 사운드만 10년을넘게 연구하고 실전에서 예배하며 여기까지 왔습니다
#타임라인 : (총3개) / #빅스카이 : (총3개)
1.DUAL delay : 2개의 딜레이(점8, 4분음표)가 함께 썩인 딜레이 사운드로 스테레오 출력시 입체적인 사운드를 연출할수 있습니다 
2. ice delay : 옥타브를 이용한 환상적인 딜레이 사운드 입니다 기타로 Pad사운드 연출시 Madaway 리버브 와 함께 섞어 사용하시면 천국의 사운드를 느끼실수 있을것입니다 ^^
3. ice delay 2 : 코드 연주나 아르페지오 연주시에 사용하시면 좋습니다
빅스카이 : (총3개)
1. Bloom : 깊고 넓은 Pad사운드 리버브이며 엄지 손가락으로 부드럽게  스트로크 하시며 사용하시면 됩니다 
2.  chorale 1 : 여러사람들의 목소리 효과이며 천사들의 합창과도 같은 리버브 사운드입니다 
3. chorale 2(wider) : 더 넓은 chorale 리버브 사운드로 pad사운드 연출시에 아주 환상적인 pad사운드를 표현할수 있습니다 
#Madaway 의 #StrymonPreset2 는 
호주의  유명 악기샾 인 #Gsus4  아래 사이트에서 구입하실수 있습니다 
Click here to buy
https://gsus4.com.au/collections/madaway#",https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/e35/97222513_1020935104974820_693103354424692495_n.jpg?tp=1&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=LlxE2WXl70EAX8cKWzn&edm=ABZsPhsBAAAA&ccb=7-4&oh=2c389d7fdc7ce25b5f56b8c660fff2a4&oe=60DCB791&_nc_sid=4efc9f&ig_cache_key=MjMwOTQzMjYyMzcyMDgyNzU0NQ%3D%3D.2-ccb7-4,2309432623720827400,179959651,Photo,https://www.instagram.com/explore/tags/gsus4/,2021-06-25T09:49:38.274Z,,
https://www.instagram.com/p/BhdDxGwgxeG/,https://www.instagram.com/alangogoll,alangogoll,Alan Gogoll,16,1303,2018-04-12T02:46:51.000Z,"Here’s the first listen to my new song ‘Hopscotch’. Full video on my Facebook page and it will be available on Spotify and iTunes in about a week 😊🎶
.
.
#acousticguitar #guitar #acoustic #fingerstyle #fingerstyleguitar @guitarsdaily #guitarsdaily #talentedmusicians @hypeguitar #hypeguitar #G7thcapo #amazingmusicians @pickupjazz #pickupjazz @solo_section #solo_section #musicianseekers #guitarcrew #MusicallyMinded #guitarsecret @guitarsecret @universityofrock #universityofrock #stringscape #stringscapes @pickariff #pickariff @riffwars #riffwars @gsus4co #gsus4",https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/e15/p640x640/30078105_181886059021691_7302612939247190016_n.jpg?tp=1&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=sy0FXTH7DG0AX8HnrYc&tn=8d6p2hrUzrD07pfX&edm=ABZsPhsBAAAA&ccb=7-4&oh=d264a7ad930418a2c70d354de8c55d80&oe=60D66424&_nc_sid=4efc9f,1755575998394603500,2920877668,Video,https://www.instagram.com/explore/tags/gsus4/,2021-06-25T09:49:38.274Z,https://scontent-yyz1-1.cdninstagram.com/v/t50.2886-16/30537666_1612005505581614_5647810144134712246_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjY0MC5mZWVkLiIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=2bZ4wdZgyL4AX-fIw5w&edm=ABZsPhsBAAAA&vs=17937628972021551_2134700147&_nc_vs=HBksFQAYJEdNTDMwUUV1UW9sSEhMb0ZBTFpMLXhkbkRXRk9ia1lMQUFBRhUAAsgBABUAGCRHTUpKeWdFZV95NEJfZGtBQUxfcDJIQ052R2x3YmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMBUAACaKtbSet6%2FOARUCKAJDMywXQE2MzMzMzM0YFGRhc2hfYmFzZWxpbmVfNjQwX3YxEQB16gcA&ccb=7-4&oe=60D665DD&oh=92b0107be3134cbf4b321781d9834b93&_nc_sid=4efc9f,7004
https://www.instagram.com/p/B3GtyW5lMtJ/,https://www.instagram.com/david_kim_madaway,david_kim_madaway,David Kim,3,136,2019-10-02T05:58:27.000Z,"나이젤 &amp; 피터제임스의 
성결대학교 실용음악과와 신학과 학생들과 함께한 #워십사운드세미나

#droff #peterjames #gsus4 #a3stompbox #madaway 
#윤영훈교수님 
#복음이면충분합니다",,2145603645143829200,179959651,Photo,https://www.instagram.com/explore/tags/gsus4/,2021-06-25T09:49:38.274Z,,
https://www.instagram.com/p/BglUBXUFel-/,https://www.instagram.com/guitarsdaily,guitarsdaily,GUITARS DAILY 🎸,21,2697,2018-03-21T11:09:28.000Z,"~ Two More Feathers ~
.
.
Tag a friend who would love this!
🔥DM us to Purchase a Guaranteed Feature!
#guitarsdaily (cr: @alangogoll)
.
.
#stringscapes #acousticguitar #guitar #acoustic #fingerstyle #fingerstyleguitar @guitarsdaily #guitarsdaily #talentedmusicians @hypeguitar #hypeguitar #G7thcapo #amazingmusicians @pickupjazz #pickupjazz @solo_section #solo_section #musicianseekers #guitarcrew #MusicallyMinded #guitarsecret @guitarsecret @universityofrock #universityofrock #stringscape #stringscapes @pickariff #pickariff @riffwars #riffwars @gsus4co #gsus4",https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/e15/29401725_1661975950506878_8974940734633279488_n.jpg?tp=1&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=gdRjNCBSDbcAX9giqxu&edm=ABZsPhsBAAAA&ccb=7-4&oh=59561eee56653ec46fd2e34804201f7e&oe=60D68434&_nc_sid=4efc9f,1739884885731305700,299815615,Video,https://www.instagram.com/explore/tags/gsus4/,2021-06-25T09:49:38.274Z,https://scontent-yyz1-1.cdninstagram.com/v/t50.2886-16/29016996_247909609087277_4344200604988488589_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjY0MC5mZWVkLiIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=iAmDhs9LZE4AX-3X1Qt&edm=ABZsPhsBAAAA&vs=17904075817145196_2734040599&_nc_vs=HBksFQAYJEdLVER1Z0V0b1MtMGVPRUFBSTA3WUFWdnMwazhia1lMQUFBRhUAAsgBABUAGCRHRVY3dWdGdkYySFp1cmdBQUtmUG0wR0FINWxRYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMBUAACa20JSqhvyEAhUCKAJDMywXQD4MzMzMzM0YFGRhc2hfYmFzZWxpbmVfNjQwX3YxEQB16gcA&ccb=7-4&oe=60D65FB7&oh=27422531f3c9e4ab5e5eeae998328934&_nc_sid=4efc9f,26930
https://www.instagram.com/p/CHCdy8KpNo0/,https://www.instagram.com/_eileen_mommy,_eileen_mommy,ᴶᵁᴸᴵᴱ ᴴᴬᴴ,9,54,2020-11-01T06:44:04.000Z,요즘 음악을 열심히 하다보니 G bus가 G sus4 로 보인다  #Gsus4  #3음으로해결되는sus4,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/e35/123179272_118759650017562_2492500784727698787_n.jpg?tp=1&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=ACi6DSRO_lIAX_RltNB&edm=ABZsPhsBAAAA&ccb=7-4&oh=180ff9d8b5b672e7a40c161bc67ce9b0&oe=60DC2384&_nc_sid=4efc9f&ig_cache_key=MjQzMjYzNzc5MjY1OTIzMzMzMg%3D%3D.2-ccb7-4,2432637792659233300,2091294112,Photo,https://www.instagram.com/explore/tags/gsus4/,2021-06-25T09:49:38.274Z,,
https://www.instagram.com/p/CQAnmE-hlEt/,https://www.instagram.com/youko801,youko801,yuk-natu,9,37,2021-06-12T06:13:46.000Z,"出来ない…💦

自作のコード表…😅

Gsus4がうまく押さえれません…😞

なのでイントロばっかりの繰り返しです…😂

どなたか教えて頂けませんか⁇

暑さでイライラ

上手く弾けなくてイライラ

晩ご飯のメニュー決まらずイライラ

#ウクレレ初心者
#Gsus4
#コードが押さえれない
#愛を知るまでは",,2594247525863412000,8437615909,Photo,https://www.instagram.com/explore/tags/gsus4/,2021-06-25T09:49:38.274Z,,
