postUrl,profileUrl,username,fullName,commentCount,likeCount,pubDate,description,postId,ownerId,type,query,timestamp,imgUrl,videoUrl,viewCount
https://www.instagram.com/p/COpv1e7FLSR/,https://www.instagram.com/hun_s_87,hun_s_87,신성훈,2,51,2021-05-09T12:31:51.000Z,".
New Pedal Day!!
한국 제품이라 호주 들어오길 기다리다 포기하려던 찰나에!! 들어왔다 ㅋㅋ
이제 좀 쉬자

늘 감사합니다 #gsus4co 

#NPD #pedalboard #a3stompbox #awesome #groovim #줄쟁이 #기타는장비빨 #제일연습잘될때는 #새장비샀을때 #물들어온다 #노저어라 #더이상커지면안돼 #worshipper #집중할것에집중하자",2569795445913335000,1629119225,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.009Z,,,
https://www.instagram.com/p/CGpfLnYF6X1/,https://www.instagram.com/jesuspower_jyu,jesuspower_jyu,기타치는 예배인도자 전용운,1,33,2020-10-22T13:55:10.000Z,"4개월만에 업그레이드된 보드! 😂 A3stompbox 대표님께서 셋업을 해주셨다. 더 좋은 소리를 내기 위해 연구하는 이유는 날마다 더 좋은 소리로 예배하고 싶기 때문이다. 🎸 연구하는 예배자 🙋🏻‍♂️ 노력하는 예배자 🔥 

#a3stompbox #gsus4co #madaway #복음이면충분합니다🙋🏻‍♂️ #예배자 #찬양 #워십보드",2425607011951945000,5381043831,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.009Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e35/122382526_360497401935917_2600478961075931947_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=AD7TB5EOSsgAX9AMIDA&tn=8d6p2hrUzrD07pfX&edm=ABZsPhsBAAAA&ccb=7-4&oh=66e4667ab3b33d32eee8820c5888d96c&oe=60DD011C&_nc_sid=4efc9f&ig_cache_key=MjQyNTYwNzAxMTk1MTk0NTIwNQ%3D%3D.2-ccb7-4,,
https://www.instagram.com/p/CFs4WjdlTHD/,https://www.instagram.com/david_kim_madaway,david_kim_madaway,David Kim,1,106,2020-09-29T01:01:26.000Z,"호주 @gsus4co  에서온 이것은🙋🏻‍♂️

#미디케이블 #미디trs케이블 #gsus4co #송강대표님 #감사합니다🙏🏻 
#복음이면충분합니다",2408547741246763500,179959651,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.009Z,,,
https://www.instagram.com/p/CFUjWvpl5Gu/,https://www.instagram.com/jesuspower_jyu,jesuspower_jyu,기타치는 예배인도자 전용운,2,18,2020-09-19T14:16:11.000Z,"긴 기다림 끝에 드디어...
(6/15에 주문...9/19도착...)

gsus4에서 구매했습니다!
여러번 문의에도 친절히 답변 주신 대표님께 감사드립니다! 잘 사용하겠습니다😊

#proteindrive #olivecolor #browneamplification #gsus4co 
#guitareffects #effects #drive #overdrive",2401699995915358700,5381043831,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.009Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e35/119705419_604712426874086_5176564777188948788_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=102&_nc_ohc=BpH5GqgvhQMAX8OzV9l&tn=8d6p2hrUzrD07pfX&edm=ABZsPhsBAAAA&ccb=7-4&oh=7e40aeb35c1894dc40ee4a8ae96e8463&oe=60DBC686&_nc_sid=4efc9f&ig_cache_key=MjQwMTY5OTk5NTkxNTM1ODYzOA%3D%3D.2-ccb7-4,,
https://www.instagram.com/p/CEUP69dl3a-/,https://www.instagram.com/jesuspower_jyu,jesuspower_jyu,기타치는 예배인도자 전용운,1,28,2020-08-25T14:54:59.000Z,"보드 해체 끝.
Coming Soon.

#워십보드 #페달보드 #기타이펙터 #stompbox #a3stompbox #a3customvolume #a3angel #a3루이스 #gfisystem #cabzeus  #strymonengineering #strymon #timeline #bigsky #gsus4co #electroharmonix #pog2 #xotic#epbooster #spcompressor #polytune #polytune3 #sonicresearch #jhs #jhspedals #jhsthekiltv2",2383600125207869000,5381043831,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.009Z,,,
https://www.instagram.com/p/B9qM69IBn32/,https://www.instagram.com/mowm_school,mowm_school,MoWM School,0,5,2020-03-13T03:52:18.000Z,"Mowm Music School 에서 우크렐레 그룹반을 모집합니다. 
감미로운 Jason Mraz의  I'm Yours 부터 Vance Joy의 Riptide까지 모두 우크렐레로 연주하면 더욱 풍미를 더할 수 있습니다.

작고 가벼워서 어린 아이들 부터 어른들까지 쉽게 다가갈 수 있는 우크렐레 연주로 음악을 시작해 보시면 어떨까요?

먼저 수요일 4시 그룹반을 모집합니다. ($140/4주/주당 1시간 수업)
3명이 모이면 바로 시작하며 반 정원(5명)이 다 차면 5시반도 바로 모집할께요.

18세 이하 학생들은 정부에서 제공하는 Creative Kids Voucher로 $100을 사용할 수 있습니다. (아래 링크 클릭하여 신청후 받으신 바우처를 school@mowm.com.au로 보내주세요)
https://www.service.nsw.gov.au/transaction/apply-creative-kids-voucher

등록은 아래 링크에서 하시면 됩니다. (이번 강좌는 Group A에 해당하는 강좌입니다.)
http://bit.ly/MoWMschool2020

우크렐레가 없으시다면 Gsus4 에서 구매를 도와드리며 MoWM School 학생은 5% 할인을 받으실 수 있으니 잊지 마세요!
Jbrewers Specialty Coffee 에서도 5% 할인 받아 커피와 라이트 밀을 하실 수 있습니다.

문의사항은 school@mowm.com.au로 연락주시기 바랍니다. 
#mowmaus #jbrewersspecialtycoffee #gsus4co 
@mowm_school",2263678590627774000,31591856651,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.009Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e35/89829992_1857146494419877_251582623217715786_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=sHNt1p9x4IAAX_Epvpi&edm=ABZsPhsBAAAA&ccb=7-4&oh=cd328fa752680081b4c9d140eea5e167&oe=60DC84D1&_nc_sid=4efc9f&ig_cache_key=MjI2MzY3ODU5MDYyNzc3Mzk0Mg%3D%3D.2-ccb7-4,,
https://www.instagram.com/p/B8IlPvrlm3E/,https://www.instagram.com/mowmaus,mowmaus,MoWM 모음,1,20,2020-02-04T05:59:17.000Z,"MoWM(Ministry of Worship &amp; Music) Inc.에서 모음 뮤직스쿨을 시작합니다.
모음은 다양한 음악 세미나와 강의로 음악 교육을 사역하고 있는 전문인 사역단체입니다. 
모음 뮤직스쿨의 선생님들은 대학 교수 출신의 선생님들이 다수 계시며 대부분 오랜 음악 교육 경험 뿐만 아니라 뮤지션으로서의 실력부터 학력까지 잘 갖추고 계시며 모음의 공식 사역자들로, 헌신적으로 가르쳐 주실 것입니다.
음악 연주 뿐만 아니라 음향, 그리고 음악을 제작하는 작곡, 편곡 및 프로듀싱까지 모음 뮤직 스쿨만이 제공 가능한 음악에 관련된 모든 분야를 공부 할 수 있도록 돕고 있습니다.

뿐만 아니라 모음 뮤직 스쿨은 Jbrewers Specialty Coffee, 그리고 Gsus4와 함께 위치하고 있어 기다리시는 분들을 위한 커피 공간과 악기 구입 상담까지 한번에 이루어 질 수 있게 되어 있는 편의를 제공합니다. 그리고  모음 뮤직 스쿨 학생들은 Jbrewers Specialty Coffee 5%, Gsus4 악기구입 5% 할인까지 받을 수 있습니다.

강의 분야
기타(일렉기타, 어쿠스틱 기타)
우크렐레
베이스 기타
드럼
한국 타악기(장구, 북, 꽹과리 등 민속 타악기)
피아노(재즈 피아노, 신디사이저)
보컬
음악이론(작곡, 편곡, 화성학)
컴퓨터 음악(Midi Sequencing)
사운드엔지니어링(라이브 녹음, 음향, 스튜디오 녹음)

주소: 267 Victoria Rd Rydalmere 2116 NSW
문의: school@mowm.com.au / 0402699207 / ABN:23 665 173 883 #mowmaus #jbrewersspecialtycoffee #gsus4co",2236201024699657700,5621534860,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.009Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e35/82559112_1577598509048111_8841057716334332523_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=c1WosZnqilwAX_zJYd9&tn=8d6p2hrUzrD07pfX&edm=ABZsPhsBAAAA&ccb=7-4&oh=d3a4c26d528b51269ebdd9102b464933&oe=60DC5B18&_nc_sid=4efc9f&ig_cache_key=MjIzNjIwMTAyNDY5OTY1NzY2OA%3D%3D.2-ccb7-4,,
https://www.instagram.com/p/B7YUlcTl5-W/,https://www.instagram.com/krossjunkie,krossjunkie,Patrick Jaieui Chung,2,20,2020-01-16T12:10:09.000Z,first time having guitar setup. feel sorry to my beloved girl friend #gibsonlespaulcustom and a new gig bag from #basiner very good quality! now my all set for busking at strathfield square! thanks #gsus4co,2222616950051676200,5638692875,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.009Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e35/81463155_168812991090688_1592798693230508365_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=RoMJbFESpjUAX_klaRF&edm=ABZsPhsBAAAA&ccb=7-4&oh=f468e633dd1ef941a267e092afbd1ca3&oe=60DC7F27&_nc_sid=4efc9f&ig_cache_key=MjIyMjYxNjk1MDA1MTY3NjA1NA%3D%3D.2-ccb7-4,,
https://www.instagram.com/p/B3da_fgHgBp/,https://www.instagram.com/gsus4co,gsus4co,𝔾𝕤𝕦𝕤𝟜 | Music Gear &amp; Supply Co,1,43,2019-10-11T01:36:45.000Z,"Hey FB/IG friends

It's official. (My heart is pumping right now)

Yes, Gsus4 is moving into a space where we can do our music shop plus Cafe and a multi-purpose creative space where people can do all sorts of creative (mostly musical) things. 
There will be about 80-100 seating area, plus a super handsome barista and staff ready to serve you an awesome specialty coffee and yes, our usual Gsus4 music gear supply service, these three - all under the same roof.

Can't wait to tell you all the details and whats coming next!

#gsus4co #gsus4coffeeandco",2151994909314121700,4676721204,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.009Z,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/e35/71505191_2378738772346695_7899732909146674328_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=TRgdYT5WvlgAX-aLRpQ&edm=ABZsPhsBAAAA&ccb=7-4&oh=96a323ac4a3aeb01dfdaef573a98d2e5&oe=60DC7491&_nc_sid=4efc9f&ig_cache_key=MjE1MTk5NDkwOTMxNDEyMTgzMw%3D%3D.2-ccb7-4,,
https://www.instagram.com/p/B05MxetjRMs/,https://www.instagram.com/guk_shine,guk_shine,이성국,2,26,2019-08-08T06:57:04.000Z,"예배 때 일렉으로 섬기는 한 예배자로서 어떻게하면 예배와 찬양의 깊이를 더하고 또한 찬양 가운데 어떻게 성령님의 임재와 나의 감정을 더 표현할까? 라는 질문에서부터 시작하여 알게된 ‘Ambient sound’ !! 벌써 이것에 대해 연구하고 공부한지 반년정도 되어가는 것 같다. 지금 사용하고 있는 Line6 helix를 통해 madaway께 배웠던 톤에 대한 기준들을 근거로 잘 예배하고 찬양하고 있었다.

하지만 공간계 이펙터의 끝판왕인 ‘bigsky’의 소리를 현장에서 들어본 사람으로서 helix로도 깊은 공간감을 표현할 수 있으나, 여전히 bigsky에 대한 톤과 사운드를 잊을 수 없었다

그래서 하나님께 더 깊은 예배와 찬양을 드리기 위해 헌신의 마음으로 약 ‘60만원’의 거금을 들여 질렀다..🙄
그리고 Gsus4에서madaway님의 preset을 구매할 수 있길래 그것도 get해버리고 말았다🙄🙄 아직 preset만 옮겨놓고 기타로 사운드를 경험하진 못했다. 벌써부터 너무 기대된다😭😭😭 더 좋은 예배와 찬양을 하나님께 드리기 위해 더 나의 연주에 깊이 고민하고, 가장 궁극적인 예배자로서의 나의 삶을 끊임없이 뒤돌아보며 하나님 보시기에 합한 예배자의 모습으로 정직한 모습으로 찬양의 사역을 감당하자!!🙏🙏
.
.
.
.

#결국 #구매해버린 #strymon #bigsky #reverb #공간계 #이펙터 #Ambient #Ambientsound #엠비언트 #madaway #gsus4co #예배 #찬양 #워십 #worship #좋아요 #맞팔 #fff #life #일상 #교회 #찬양팀 #일렉 #기타",2105770477561385700,10750644368,Photo,https://www.instagram.com/explore/tags/gsus4co/,2021-06-25T09:53:47.009Z,,,
